,B,C,D,E
27249,170.2581646,"2,96,725",cache-misses,-76.63%
27250,170.2581646,"1,55,14,118",L1-dcache-load-misses,-81.95%
27251,170.2581646,"7,77,480",L1-icache-load-misses,-84.04%
27252,170.2581646,"4,12,772",dTLB-load-misses,-84.04%
27253,170.2581646,"14,114",dTLB-store-misses,-81.89%
27254,170.2581646,"2,652",iTLB-load-misses,-23.38%
27255,170.2581646,"9,174",LLC-load-misses,-21.28%
27256,170.2581646,"82,095",LLC-store-misses,-23.43%
27257,170.2581646,"2,37,275",branch-load-misses,-34.07%
27258,170.2581646,"23,06,63,618",cycles,-44.70%
27259,170.2581646,"31,46,54,098",instructions              #    1.36  insn per cycle,-55.34%
27260,170.3333554,"2,33,096",branch-misses,-70.16%
27261,170.3333554,"3,66,379",cache-misses,-75.49%
27262,170.3333554,"1,53,85,985",L1-dcache-load-misses,-70.16%
27263,170.3333554,"5,96,103",L1-icache-load-misses,-68.08%
27264,170.3333554,"3,42,557",dTLB-load-misses,-68.08%
27265,170.3333554,"14,222",dTLB-store-misses,-68.09%
27266,170.3333554,"4,062",iTLB-load-misses,-40.46%
27267,170.3333554,"13,186",LLC-load-misses,-42.56%
27268,170.3333554,"43,465",LLC-store-misses,-42.55%
27269,170.3333554,"2,39,057",branch-load-misses,-53.19%
27270,170.3333554,"23,06,00,329",cycles,-59.54%
27271,170.3333554,"32,44,92,177",instructions              #    1.41  insn per cycle,-64.86%
27272,170.4085727,"1,86,513",branch-misses,-57.48%
27273,170.4085727,"8,45,671",cache-misses,-68.11%
27274,170.4085727,"1,62,86,703",L1-dcache-load-misses,-73.43%
27275,170.4085727,"7,75,917",L1-icache-load-misses,-78.75%
27276,170.4085727,"2,03,890",dTLB-load-misses,-84.05%
27277,170.4085727,"15,273",dTLB-store-misses,-84.05%
27278,170.4085727,"3,147",iTLB-load-misses,-31.89%
27279,170.4085727,"14,475",LLC-load-misses,-26.58%
27280,170.4085727,"1,32,856",LLC-store-misses,-21.27%
27281,170.4085727,"2,06,433",branch-load-misses,-26.59%
27282,170.4085727,"23,15,43,083",cycles,-36.19%
27283,170.4085727,"39,66,29,347",instructions              #    1.71  insn per cycle,-46.83%
27284,170.4837785,"2,25,383",branch-misses,-78.70%
27285,170.4837785,"3,45,448",cache-misses,-84.02%
27286,170.4837785,"1,60,34,263",L1-dcache-load-misses,-78.70%
27287,170.4837785,"5,69,978",L1-icache-load-misses,-73.38%
27288,170.4837785,"4,04,732",dTLB-load-misses,-68.09%
27289,170.4837785,"13,772",dTLB-store-misses,-68.09%
27290,170.4837785,"3,968",iTLB-load-misses,-31.93%
27291,170.4837785,"25,688",LLC-load-misses,-37.24%
27292,170.4837785,"47,735",LLC-store-misses,-42.54%
27293,170.4837785,"2,21,139",branch-load-misses,-53.18%
27294,170.4837785,"22,77,65,495",cycles,-63.82%
27295,170.4837785,"30,80,74,867",instructions              #    1.35  insn per cycle,-73.39%
27296,170.5589758,"2,20,402",branch-misses,-57.44%
27297,170.5589758,"4,68,614",cache-misses,-68.08%
27298,170.5589758,"1,56,49,000",L1-dcache-load-misses,-68.08%
27299,170.5589758,"6,75,693",L1-icache-load-misses,-70.23%
27300,170.5589758,"2,85,082",dTLB-load-misses,-75.55%
27301,170.5589758,"12,551",dTLB-store-misses,-80.87%
27302,170.5589758,"3,787",iTLB-load-misses,-40.42%
27303,170.5589758,"17,668",LLC-load-misses,-35.10%
27304,170.5589758,"24,730",LLC-store-misses,-29.78%
27305,170.5589758,"2,35,982",branch-load-misses,-35.10%
27306,170.5589758,"23,00,83,464",cycles,-40.42%
27307,170.5589758,"31,73,03,078",instructions              #    1.38  insn per cycle,-46.80%
27308,170.6341919,"2,25,399",branch-misses,-76.60%
27309,170.6341919,"3,64,852",cache-misses,-84.04%
27310,170.6341919,"1,51,56,760",L1-dcache-load-misses,-84.04%
27311,170.6341919,"7,16,546",L1-icache-load-misses,-81.90%
27312,170.6341919,"3,12,326",dTLB-load-misses,-76.58%
27313,170.6341919,"12,180",dTLB-store-misses,-71.28%
27314,170.6341919,"2,673",iTLB-load-misses,-23.42%
27315,170.6341919,"20,599",LLC-load-misses,-28.73%
27316,170.6341919,"44,722",LLC-store-misses,-34.04%
27317,170.6341919,"2,24,158",branch-load-misses,-44.68%
27318,170.6341919,"22,94,12,909",cycles,-55.31%
27319,170.6341919,"32,37,66,913",instructions              #    1.41  insn per cycle,-65.95%
27320,170.7093964,"2,26,029",branch-misses,-59.57%
27321,170.7093964,"4,86,804",cache-misses,-68.08%
27322,170.7093964,"1,49,66,883",L1-dcache-load-misses,-68.08%
27323,170.7093964,"7,39,312",L1-icache-load-misses,-68.09%
27324,170.7093964,"2,94,446",dTLB-load-misses,-68.09%
27325,170.7093964,"14,761",dTLB-store-misses,-72.33%
27326,170.7093964,"2,554",iTLB-load-misses,-42.55%
27327,170.7093964,"32,618",LLC-load-misses,-42.55%
27328,170.7093964,"74,064",LLC-store-misses,-38.31%
27329,170.7093964,"2,13,724",branch-load-misses,-43.63%
27330,170.7093964,"22,81,97,614",cycles,-48.95%
27331,170.7093964,"35,30,50,022",instructions              #    1.55  insn per cycle,-54.27%
27332,170.7846043,"2,36,444",branch-misses,-68.07%
27333,170.7846043,"3,31,952",cache-misses,-78.71%
27334,170.7846043,"1,54,80,957",L1-dcache-load-misses,-84.03%
27335,170.7846043,"7,25,844",L1-icache-load-misses,-84.04%
27336,170.7846043,"4,15,710",dTLB-load-misses,-84.04%
27337,170.7846043,"14,770",dTLB-store-misses,-79.81%
27338,170.7846043,"5,126",iTLB-load-misses,-21.30%
27339,170.7846043,"8,465",LLC-load-misses,-21.28%
27340,170.7846043,"12,045",LLC-store-misses,-25.51%
27341,170.7846043,"2,33,567",branch-load-misses,-36.15%
27342,170.7846043,"23,02,38,618",cycles,-46.78%
27343,170.7846043,"27,95,57,314",instructions              #    1.21  insn per cycle,-57.42%
27344,170.8598075,"2,26,328",branch-misses,-68.10%
27345,170.8598075,"4,28,855",cache-misses,-73.42%
27346,170.8598075,"1,56,37,433",L1-dcache-load-misses,-68.10%
27347,170.8598075,"6,78,470",L1-icache-load-misses,-68.09%
27348,170.8598075,"3,40,247",dTLB-load-misses,-68.09%
27349,170.8598075,"14,648",dTLB-store-misses,-68.09%
27350,170.8598075,"2,194",iTLB-load-misses,-42.52%
27351,170.8598075,"26,544",LLC-load-misses,-42.55%
27352,170.8598075,"51,527",LLC-store-misses,-42.55%
27353,170.8598075,"2,32,631",branch-load-misses,-52.16%
27354,170.8598075,"22,93,04,876",cycles,-57.48%
27355,170.8598075,"29,92,04,942",instructions              #    1.30  insn per cycle,-62.80%
27356,170.9350243,"2,18,821",branch-misses,-59.54%
27357,170.9350243,"5,08,775",cache-misses,-70.17%
27358,170.9350243,"1,51,98,924",L1-dcache-load-misses,-75.49%
27359,170.9350243,"7,14,945",L1-icache-load-misses,-80.81%
27360,170.9350243,"3,11,675",dTLB-load-misses,-84.05%
27361,170.9350243,"12,353",dTLB-store-misses,-84.05%
27362,170.9350243,"4,457",iTLB-load-misses,-29.84%
27363,170.9350243,"11,978",LLC-load-misses,-24.52%
27364,170.9350243,"1,31,066",LLC-store-misses,-21.27%
27365,170.9350243,"2,13,238",branch-load-misses,-27.61%
27366,170.9350243,"23,14,43,110",cycles,-38.25%
27367,170.9350243,"36,82,23,278",instructions              #    1.59  insn per cycle,-48.88%
27368,171.0102239,"2,34,923",branch-misses,-76.64%
27369,171.0102239,"2,83,174",cache-misses,-81.96%
27370,171.0102239,"1,56,55,087",L1-dcache-load-misses,-76.64%
27371,171.0102239,"8,05,617",L1-icache-load-misses,-71.32%
27372,171.0102239,"3,27,262",dTLB-load-misses,-68.08%
27373,171.0102239,"12,543",dTLB-store-misses,-68.09%
27374,171.0102239,"2,241",iTLB-load-misses,-33.99%
27375,171.0102239,"10,306",LLC-load-misses,-39.31%
27376,171.0102239,"18,827",LLC-store-misses,-42.55%
27377,171.0102239,"2,41,194",branch-load-misses,-53.19%
27378,171.0102239,"23,12,40,452",cycles,-63.83%
27379,171.0102239,"31,47,93,331",instructions              #    1.36  insn per cycle,-71.33%
27380,171.0854352,"2,40,672",branch-misses,-57.45%
27381,171.0854352,"2,77,960",cache-misses,-68.09%
27382,171.0854352,"1,58,76,539",L1-dcache-load-misses,-68.09%
27383,171.0854352,"7,86,418",L1-icache-load-misses,-72.28%
27384,171.0854352,"4,29,978",dTLB-load-misses,-77.60%
27385,171.0854352,"14,218",dTLB-store-misses,-82.92%
27386,171.0854352,"4,220",iTLB-load-misses,-38.36%
27387,171.0854352,"9,911",LLC-load-misses,-33.04%
27388,171.0854352,"63,529",LLC-store-misses,-27.73%
27389,171.0854352,"2,51,746",branch-load-misses,-33.05%
27390,171.0854352,"23,16,73,274",cycles,-38.36%
27391,171.0854352,"29,12,62,547",instructions              #    1.26  insn per cycle,-46.82%
27393,171.1606514,"2,04,151",branch-misses,-78.65%
27394,171.1606514,"5,37,612",cache-misses,-84.04%
27395,171.1606514,"1,77,80,392",L1-dcache-load-misses,-84.04%
27396,171.1606514,"5,51,293",L1-icache-load-misses,-79.86%
27397,171.1606514,"2,89,358",dTLB-load-misses,-74.54%
27398,171.1606514,"13,265",dTLB-store-misses,-69.22%
27399,171.1606514,"2,678",iTLB-load-misses,-25.46%
27400,171.1606514,"26,532",LLC-load-misses,-30.77%
